320,3044.129729
321,2971.509737
322,2849.295605
323,2713.797329
324,2569.442956
325,2410.033218
326,2267.450065
327,2072.615941
328,1902.578888
329,1734.313055
330,1596.157949
331,1439.405041
332,1290.622619
333,1180.807023
334,1057.707281
335,1012.541189
336,894.7551053
337,838.0760876
338,773.4265831
339,710.5482978
340,655.6404995
341,621.1017231
342,577.7068502
343,565.308315
344,544.9392931
345,539.6256352
346,561.7658764
347,590.9909949
348,614.0168459
349,604.2751397
350,624.6441617
351,634.3858678
352,656.5261091
353,650.3268416
354,668.9246442
355,675.1239118
356,687.5224469
357,700.8065917
358,766.3417059
359,804.4229209
360,828.3343814
361,871.7292543
362,935.4931492
363,1003.685092
364,1006.341921
365,1045.308746
366,1038.223869
367,1063.906549
368,1063.020939
369,1061.24972
370,1049.736794
371,1062.135329
372,1059.4785
373,1073.648255
374,1101.102154
375,1135.64093
376,1171.065316
377,1225.087505
378,1291.508229
379,1313.64847
380,1324.275786
381,1318.962128
382,1310.991641
383,1311.877251
384,1256.969453
385,1233.057992
386,1180.807023
387,1138.297759
388,1089.589229
389,1048.851185
390,1041.766307
391,1008.99875
392,999.2570441
393,1024.054114
394,1005.456312
395,1024.054114
396,1010.76997
397,984.20168
398,962.9470484
399,936.3787589
400,911.5816886
401,838.0760876
402,784.9395085
403,696.3785434
404,621.9873327
405,558.2234378
406,507.7436877
407,433.352477
408,349.2195602
409,298.73981
410,225.234209
411,209.2932353
412,154.3854369
413,126.0459281
414,105.6769061
415,86.19349377
416,57.85398493
417,54.31154633
418,47.22666912
419,42.79862086
420,34.828134
421,41.91301121
422,18.00155063
423,2.946186562
424,22.42959889
425,7.374234818
426,20.65837959
427,23.31520854
428,4.717405865
429,19.77276993
430,8.259844469
431,13.57350238
432,0.289357609
433,0
434,0
435,0
436,2.060576911
437,0
438,0
439,0
440,0
441,5.603015516
442,3.831796213
443,27.74325679
444,10.03106377
445,5.603015516
446,0
447,0
448,0
449,1.17496726
450,0
451,0
452,9.14545412
453,0
454,0.289357609
455,0
456,9.14545412
457,10.03106377
458,5.603015516
459,18.88716028
460,10.03106377
461,0
462,14.45911203
463,5.603015516
464,2.946186562
465,6.488625167
466,22.42959889
467,7.374234818
468,13.57350238
469,20.65837959
470,1.17496726
471,16.23033133
472,0.289357609
473,5.603015516
474,20.65837959
475,1.17496726
476,17.11594098
477,18.00155063
478,14.45911203
479,13.57350238
480,7.374234818
481,2.060576911
482,16.23033133
483,28.62886645
484,16.23033133
485,21.54398924
486,23.31520854
487,5.603015516
488,31.2856954
489,0
490,2.946186562
491,0
492,1.17496726
493,9.14545412
494,20.65837959
495,2.946186562
496,6.488625167
497,11.80228307
498,2.946186562
499,4.717405865
500,27.74325679
